order_id,order_date,demand_level,unit_price,quantity,total_order_value,margin_percent,cancellation_reason,ai_cancel_flag,recoverable_flag,intervention_attempted_by_navedas,intervention_success,recovery_rate_flag,revenue_lost_before_ai_only,revenue_prevented_by_navedas,avoidable_revenue_loss_after_navedas,profit_lost_before_ai_only,profit_lost_after_navedas,margin_saved_after_navedas,intervention_cost,net_profit_impact_due_to_navedas,intervention_failure_reason,customer_state,payment_auth_status,shopify_id,governance_tier,refund_type,month
ORD-800533,2025-02-21,Low,1181.0,2.0,2362.0,0.3117651032354984,Vendor Split Possible,1,0,0,0,0,2362.0,0.0,0.0,736.3891738422471,736.3891738422471,0.0,0.0,0.0,Not Recoverable,IN,Pending,#800533,None,N/A,2025-02
ORD-800534,2025-04-14,High,3128.0,1.0,3128.0,0.20038222600931968,Payment Expired,1,1,1,1,1,3128.0,3128.0,0.0,626.7956029571519,0.0,626.7956029571519,25.0,601.7956029571519,None,NY,Expired,#800534,Human,Partial,2025-04
ORD-800535,2025-01-28,Medium,3051.0,3.0,9153.0,0.5031336605074699,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MA,Authorized,#800535,None,N/A,2025-01
ORD-800536,2025-03-24,Low,492.0,1.0,492.0,0.35030542993259683,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WI,Authorized,#800536,None,N/A,2025-03
ORD-800537,2025-01-21,High,3213.0,4.0,12852.0,0.3722309697688989,Stock Sync Delay,1,1,1,1,1,12852.0,12852.0,0.0,4783.912423469888,0.0,4783.912423469888,25.0,4758.912423469888,None,CA,Pending,#800537,Human,Partial,2025-01
ORD-800538,2025-04-08,High,533.0,4.0,2132.0,0.2292253203990749,Stock Sync Delay,1,0,0,0,0,2132.0,0.0,0.0,488.7083830908277,488.7083830908277,0.0,0.0,0.0,Not Recoverable,NC,Pending,#800538,None,N/A,2025-04
ORD-800539,2025-01-04,Medium,1741.0,4.0,6964.0,0.49298867969188725,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MA,Authorized,#800539,None,N/A,2025-01
ORD-800540,2025-05-08,Medium,1685.0,2.0,3370.0,0.25961797463215663,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NJ,Authorized,#800540,None,N/A,2025-05
ORD-800541,2025-01-10,Medium,3349.0,1.0,3349.0,0.3437174055745106,Payment Expired,1,0,0,0,0,3349.0,0.0,0.0,1151.109591269036,1151.109591269036,0.0,0.0,0.0,Not Recoverable,WI,Expired,#800541,None,N/A,2025-01
ORD-800542,2025-02-05,High,2317.0,2.0,4634.0,0.4940929414723585,Payment Expired,1,1,1,1,1,4634.0,4634.0,0.0,2289.6266907829095,0.0,2289.6266907829095,25.0,2264.6266907829095,None,AZ,Expired,#800542,Human,Partial,2025-02
ORD-800543,2025-02-01,Medium,3069.0,4.0,12276.0,0.36022402907473183,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,GA,Authorized,#800543,None,N/A,2025-02
ORD-800544,2025-05-30,High,2105.0,1.0,2105.0,0.5259033174132624,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WA,Authorized,#800544,None,N/A,2025-05
ORD-800545,2025-01-10,Low,2897.0,4.0,11588.0,0.2732600061972414,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MA,Authorized,#800545,None,N/A,2025-01
ORD-800546,2025-03-19,High,2989.0,1.0,2989.0,0.45033149048417,Stock Sync Delay,1,1,1,1,1,2989.0,2989.0,0.0,1346.040825057184,0.0,1346.040825057184,25.0,1321.040825057184,None,TN,Pending,#800546,Human,Partial,2025-03
ORD-800547,2025-04-17,Medium,3015.0,1.0,3015.0,0.5422994832466046,Stock Sync Delay,1,1,1,1,1,3015.0,3015.0,0.0,1635.032941988513,0.0,1635.032941988513,25.0,1610.032941988513,None,PA,Pending,#800547,Human,Partial,2025-04
ORD-800548,2025-04-03,Medium,1470.0,1.0,1470.0,0.3923647730271088,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MD,Authorized,#800548,None,N/A,2025-04
ORD-800549,2025-05-03,Medium,1367.0,4.0,5468.0,0.4422643645253975,Payment Expired,1,1,1,1,1,5468.0,5468.0,0.0,2418.3015452248737,0.0,2418.3015452248737,25.0,2393.3015452248737,None,WI,Expired,#800549,Human,Partial,2025-05
ORD-800550,2025-05-25,High,3447.0,3.0,10341.0,0.33762933086035296,AI Logic Gap - SKU Mapping,1,0,0,0,0,10341.0,0.0,0.0,3491.42491042691,3491.42491042691,0.0,0.0,0.0,Not Recoverable,IL,Pending,#800550,None,N/A,2025-05
ORD-800551,2025-03-12,Medium,2659.0,2.0,5318.0,0.4629680689039142,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,IL,Authorized,#800551,None,N/A,2025-03
ORD-800552,2025-05-30,High,3214.0,3.0,9642.0,0.5181059197833052,AI Logic Gap - SKU Mapping,1,0,0,0,0,9642.0,0.0,0.0,4995.577278550629,4995.577278550629,0.0,0.0,0.0,Not Recoverable,GA,Pending,#800552,None,N/A,2025-05
ORD-800553,2025-02-27,High,2041.0,3.0,6123.0,0.44606944846768526,Stock Sync Delay,1,1,1,0,0,6123.0,0.0,6123.0,2731.2832329676366,2731.2832329676366,0.0,25.0,-25.0,Late Detection,OH,Pending,#800553,Human,Partial,2025-02
ORD-800554,2025-06-27,Medium,3255.0,3.0,9765.0,0.5275750489833428,Stock Sync Delay,1,1,1,1,1,9765.0,9765.0,0.0,5151.770353322343,0.0,5151.770353322343,25.0,5126.770353322343,None,FL,Pending,#800554,Human,Partial,2025-06
ORD-800555,2025-04-01,High,2532.0,3.0,7596.0,0.40602842819730844,Vendor Split Possible,1,1,1,1,1,7596.0,7596.0,0.0,3084.1919405867548,0.0,3084.1919405867548,25.0,3059.1919405867548,None,FL,Pending,#800555,Human,Split Fulfillment,2025-04
ORD-800556,2025-05-13,Low,2611.0,1.0,2611.0,0.40199810415783704,Payment Expired,1,1,1,1,1,2611.0,2611.0,0.0,1049.6170499561126,0.0,1049.6170499561126,25.0,1024.6170499561126,None,MA,Expired,#800556,Human,Partial,2025-05
ORD-800557,2025-06-07,Medium,663.0,2.0,1326.0,0.30661958583820437,Stock Sync Delay,1,1,1,1,1,1326.0,1326.0,0.0,406.577570821459,0.0,406.577570821459,15.0,391.577570821459,None,WI,Pending,#800557,Auto,Partial,2025-06
ORD-800558,2025-05-23,High,2005.0,3.0,6015.0,0.4483696219073251,Stock Sync Delay,1,0,0,0,0,6015.0,0.0,0.0,2696.9432757725604,2696.9432757725604,0.0,0.0,0.0,Not Recoverable,TX,Pending,#800558,None,N/A,2025-05
ORD-800559,2025-06-03,Low,2573.0,1.0,2573.0,0.5086833826146544,Vendor Split Possible,1,0,0,0,0,2573.0,0.0,0.0,1308.8423434675058,1308.8423434675058,0.0,0.0,0.0,Not Recoverable,VA,Pending,#800559,None,N/A,2025-06
ORD-800560,2025-04-07,High,2675.0,2.0,5350.0,0.426210679145126,AI Logic Gap - SKU Mapping,1,1,1,1,1,5350.0,5350.0,0.0,2280.227133426424,0.0,2280.227133426424,25.0,2255.227133426424,None,PA,Pending,#800560,Human,Partial,2025-04
ORD-800561,2025-01-08,Low,3353.0,1.0,3353.0,0.28156372720950407,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,IL,Authorized,#800561,None,N/A,2025-01
ORD-800562,2025-03-30,High,1177.0,4.0,4708.0,0.3904381901525903,Stock Sync Delay,1,0,0,0,0,4708.0,0.0,0.0,1838.182999238395,1838.182999238395,0.0,0.0,0.0,Not Recoverable,VA,Pending,#800562,None,N/A,2025-03
ORD-800563,2025-02-02,Medium,1094.0,1.0,1094.0,0.4645780959329953,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NY,Authorized,#800563,None,N/A,2025-02
ORD-800564,2025-06-10,Low,3394.0,1.0,3394.0,0.5287771602054635,Payment Expired,1,1,1,1,1,3394.0,3394.0,0.0,1794.6696817373431,0.0,1794.6696817373431,25.0,1769.6696817373431,None,TX,Expired,#800564,Human,Partial,2025-06
ORD-800565,2025-02-12,High,3452.0,3.0,10356.0,0.2548086173321939,AI Logic Gap - SKU Mapping,1,1,1,1,1,10356.0,10356.0,0.0,2638.7980410922,0.0,2638.7980410922,25.0,2613.7980410922,None,MO,Pending,#800565,Human,Partial,2025-02
ORD-800566,2025-02-11,Medium,670.0,1.0,670.0,0.24462398183829623,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NC,Authorized,#800566,None,N/A,2025-02
ORD-800567,2025-02-14,High,1355.0,2.0,2710.0,0.3445302355815171,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,TX,Authorized,#800567,None,N/A,2025-02
ORD-800568,2025-04-26,Medium,3320.0,2.0,6640.0,0.2439639093119138,AI Logic Gap - SKU Mapping,1,0,0,0,0,6640.0,0.0,0.0,1619.9203578311076,1619.9203578311076,0.0,0.0,0.0,Not Recoverable,MO,Pending,#800568,None,N/A,2025-04
ORD-800569,2025-04-13,High,739.0,1.0,739.0,0.5431501193767915,Payment Expired,1,1,1,1,1,739.0,739.0,0.0,401.3879382194489,0.0,401.3879382194489,25.0,376.3879382194489,None,WA,Expired,#800569,Human,Partial,2025-04
ORD-800570,2025-06-20,High,2751.0,4.0,11004.0,0.34850652854889574,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MA,Authorized,#800570,None,N/A,2025-06
ORD-800571,2025-03-16,High,437.0,3.0,1311.0,0.38676368167376673,Payment Expired,1,0,0,0,0,1311.0,0.0,0.0,507.0471866743082,507.0471866743082,0.0,0.0,0.0,Not Recoverable,WA,Expired,#800571,None,N/A,2025-03
ORD-800572,2025-02-20,Medium,665.0,1.0,665.0,0.27948072345247,Stock Sync Delay,1,1,1,1,1,665.0,665.0,0.0,185.85468109589254,0.0,185.85468109589254,15.0,170.85468109589254,None,MI,Pending,#800572,Auto,Partial,2025-02
ORD-800573,2025-01-09,Low,2758.0,3.0,8274.0,0.3571941432379253,Payment Expired,1,1,1,1,1,8274.0,8274.0,0.0,2955.424341150594,0.0,2955.424341150594,25.0,2930.424341150594,None,TN,Expired,#800573,Human,Partial,2025-01
ORD-800574,2025-01-02,Low,2145.0,3.0,6435.0,0.5446428772014269,Vendor Split Possible,1,1,1,1,1,6435.0,6435.0,0.0,3504.776914791182,0.0,3504.776914791182,25.0,3479.776914791182,None,OH,Pending,#800574,Human,Split Fulfillment,2025-01
ORD-800575,2025-03-09,Medium,1964.0,3.0,5892.0,0.3710405029784394,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,AZ,Authorized,#800575,None,N/A,2025-03
ORD-800576,2025-06-16,Low,3005.0,3.0,9015.0,0.20308837403157018,Vendor Split Possible,1,1,1,0,0,9015.0,0.0,9015.0,1830.8416918946052,1830.8416918946052,0.0,25.0,-25.0,Customer Abandoned,MO,Pending,#800576,Human,Split Fulfillment,2025-06
ORD-800577,2025-04-05,Low,1109.0,4.0,4436.0,0.2848846355877207,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,IN,Authorized,#800577,None,N/A,2025-04
ORD-800578,2025-06-10,Medium,1786.0,2.0,3572.0,0.5424591906674765,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,VA,Authorized,#800578,None,N/A,2025-06
ORD-800579,2025-01-19,High,2149.0,2.0,4298.0,0.5461736296937565,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,CA,Authorized,#800579,None,N/A,2025-01
ORD-800580,2025-01-17,Medium,2602.0,3.0,7806.0,0.273672581420097,Payment Expired,1,0,0,0,0,7806.0,0.0,0.0,2136.288170565277,2136.288170565277,0.0,0.0,0.0,Not Recoverable,CA,Expired,#800580,None,N/A,2025-01
ORD-800581,2025-05-31,High,1195.0,4.0,4780.0,0.4153424307453487,Vendor Split Possible,1,1,1,1,1,4780.0,4780.0,0.0,1985.3368189627668,0.0,1985.3368189627668,25.0,1960.3368189627668,None,NC,Pending,#800581,Human,Split Fulfillment,2025-05
ORD-800582,2025-01-20,Low,2236.0,3.0,6708.0,0.22691791567689507,Payment Expired,1,0,0,0,0,6708.0,0.0,0.0,1522.165378360612,1522.165378360612,0.0,0.0,0.0,Not Recoverable,AZ,Expired,#800582,None,N/A,2025-01
ORD-800583,2025-01-10,Medium,1596.0,1.0,1596.0,0.40210457485562023,Stock Sync Delay,1,1,1,1,1,1596.0,1596.0,0.0,641.7589014695699,0.0,641.7589014695699,25.0,616.7589014695699,None,TX,Pending,#800583,Human,Partial,2025-01
ORD-800584,2025-03-14,High,1919.0,2.0,3838.0,0.2440722455202531,AI Logic Gap - SKU Mapping,1,0,0,0,0,3838.0,0.0,0.0,936.7492783067314,936.7492783067314,0.0,0.0,0.0,Not Recoverable,NC,Pending,#800584,None,N/A,2025-03
ORD-800585,2025-06-16,Low,3026.0,3.0,9078.0,0.4865315332749303,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NC,Authorized,#800585,None,N/A,2025-06
ORD-800586,2025-05-05,High,1408.0,1.0,1408.0,0.5288512456607857,Vendor Split Possible,1,1,1,0,0,1408.0,0.0,1408.0,744.6225538903863,744.6225538903863,0.0,25.0,-25.0,Customer Payment Expired,MI,Pending,#800586,Human,Split Fulfillment,2025-05
ORD-800587,2025-01-18,Low,2355.0,4.0,9420.0,0.2605453828173189,Vendor Split Possible,1,0,0,0,0,9420.0,0.0,0.0,2454.3375061391444,2454.3375061391444,0.0,0.0,0.0,Not Recoverable,VA,Pending,#800587,None,N/A,2025-01
ORD-800588,2025-05-31,Low,3299.0,4.0,13196.0,0.3619492590081884,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,PA,Authorized,#800588,None,N/A,2025-05
ORD-800589,2025-06-01,Medium,2680.0,4.0,10720.0,0.23571504946612198,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,VA,Authorized,#800589,None,N/A,2025-06
ORD-800590,2025-05-25,Medium,3461.0,1.0,3461.0,0.3186990024755413,Stock Sync Delay,1,0,0,0,0,3461.0,0.0,0.0,1103.0172475678485,1103.0172475678485,0.0,0.0,0.0,Not Recoverable,MI,Pending,#800590,None,N/A,2025-05
ORD-800591,2025-06-12,High,2063.0,3.0,6189.0,0.22278421416618427,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MD,Authorized,#800591,None,N/A,2025-06
ORD-800592,2025-02-13,Medium,1022.0,3.0,3066.0,0.29259128480609947,AI Logic Gap - SKU Mapping,1,1,1,1,1,3066.0,3066.0,0.0,897.084879215501,0.0,897.084879215501,25.0,872.084879215501,None,OH,Pending,#800592,Human,Partial,2025-02
ORD-800593,2025-06-26,Low,3470.0,3.0,10410.0,0.5465782834812556,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MD,Authorized,#800593,None,N/A,2025-06
ORD-800594,2025-02-27,High,2273.0,4.0,9092.0,0.21561114356249067,Payment Expired,1,1,1,1,1,9092.0,9092.0,0.0,1960.3365172701651,0.0,1960.3365172701651,25.0,1935.3365172701651,None,WI,Expired,#800594,Human,Partial,2025-02
ORD-800595,2025-05-25,High,882.0,2.0,1764.0,0.5006389153665347,Vendor Split Possible,1,1,1,0,0,1764.0,0.0,1764.0,883.1270467065672,883.1270467065672,0.0,25.0,-25.0,Customer Abandoned,OH,Pending,#800595,Human,Split Fulfillment,2025-05
ORD-800596,2025-04-15,Medium,1144.0,3.0,3432.0,0.22710840221393672,Stock Sync Delay,1,1,1,0,0,3432.0,0.0,3432.0,779.4360363982308,779.4360363982308,0.0,25.0,-25.0,Late Detection,NC,Pending,#800596,Human,Partial,2025-04
ORD-800597,2025-05-21,Medium,954.0,3.0,2862.0,0.3851489258910761,AI Logic Gap - SKU Mapping,1,1,1,1,1,2862.0,2862.0,0.0,1102.2962259002597,0.0,1102.2962259002597,15.0,1087.2962259002597,None,AZ,Pending,#800597,Auto,Partial,2025-05
ORD-800598,2025-04-24,Medium,2925.0,4.0,11700.0,0.35824192734957105,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MI,Authorized,#800598,None,N/A,2025-04
ORD-800599,2025-04-26,High,369.0,4.0,1476.0,0.5260441310072257,Payment Expired,1,1,1,1,1,1476.0,1476.0,0.0,776.4411373666651,0.0,776.4411373666651,25.0,751.4411373666651,None,MA,Expired,#800599,Human,Partial,2025-04
ORD-800600,2025-04-21,High,2602.0,2.0,5204.0,0.26966745179978135,Stock Sync Delay,1,1,1,1,1,5204.0,5204.0,0.0,1403.3494191660623,0.0,1403.3494191660623,25.0,1378.3494191660623,None,PA,Pending,#800600,Human,Partial,2025-04
ORD-800601,2025-05-21,Low,1961.0,4.0,7844.0,0.26288870538287235,AI Logic Gap - SKU Mapping,1,1,1,1,1,7844.0,7844.0,0.0,2062.099005023251,0.0,2062.099005023251,25.0,2037.0990050232508,None,WI,Pending,#800601,Human,Partial,2025-05
ORD-800602,2025-05-14,High,303.0,1.0,303.0,0.4620499309987413,AI Logic Gap - SKU Mapping,1,1,1,1,1,303.0,303.0,0.0,140.0011290926186,0.0,140.0011290926186,25.0,115.00112909261861,None,AZ,Pending,#800602,Human,Partial,2025-05
ORD-800603,2025-01-25,High,2166.0,2.0,4332.0,0.4540018155851239,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,TX,Authorized,#800603,None,N/A,2025-01
ORD-800604,2025-05-29,High,2648.0,3.0,7944.0,0.4447136196724796,AI Logic Gap - SKU Mapping,1,1,1,1,1,7944.0,7944.0,0.0,3532.8049946781775,0.0,3532.8049946781775,25.0,3507.8049946781775,None,IL,Pending,#800604,Human,Partial,2025-05
ORD-800605,2025-04-07,Medium,2554.0,1.0,2554.0,0.20914449066033328,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WA,Authorized,#800605,None,N/A,2025-04
ORD-800606,2025-02-28,High,1873.0,2.0,3746.0,0.290985890353718,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,PA,Authorized,#800606,None,N/A,2025-02
ORD-800607,2025-04-03,High,1207.0,3.0,3621.0,0.4939633122490048,Stock Sync Delay,1,1,1,1,1,3621.0,3621.0,0.0,1788.6411536536464,0.0,1788.6411536536464,25.0,1763.6411536536464,None,NC,Pending,#800607,Human,Partial,2025-04
ORD-800608,2025-06-24,Medium,615.0,3.0,1845.0,0.41030034250987046,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WA,Authorized,#800608,None,N/A,2025-06
ORD-800609,2025-06-04,High,92.0,1.0,92.0,0.41076822225626364,Vendor Split Possible,1,0,0,0,0,92.0,0.0,0.0,37.79067644757625,37.79067644757625,0.0,0.0,0.0,Not Recoverable,OH,Pending,#800609,None,N/A,2025-06
ORD-800610,2025-05-31,Low,1290.0,2.0,2580.0,0.3035708118916841,AI Logic Gap - SKU Mapping,1,1,1,1,1,2580.0,2580.0,0.0,783.212694680545,0.0,783.212694680545,15.0,768.212694680545,None,MD,Pending,#800610,Auto,Partial,2025-05
ORD-800611,2025-03-25,Low,2231.0,1.0,2231.0,0.29106058099493176,Payment Expired,1,0,0,0,0,2231.0,0.0,0.0,649.3561561996928,649.3561561996928,0.0,0.0,0.0,Not Recoverable,WA,Expired,#800611,None,N/A,2025-03
ORD-800612,2025-05-22,Medium,179.0,3.0,537.0,0.5312942108063892,Vendor Split Possible,1,1,1,1,1,537.0,537.0,0.0,285.30499120303097,0.0,285.30499120303097,25.0,260.30499120303097,None,NC,Pending,#800612,Human,Split Fulfillment,2025-05
ORD-800613,2025-03-11,Medium,3495.0,2.0,6990.0,0.45471434759862434,AI Logic Gap - SKU Mapping,1,1,1,1,1,6990.0,6990.0,0.0,3178.453289714384,0.0,3178.453289714384,25.0,3153.453289714384,None,PA,Pending,#800613,Human,Partial,2025-03
ORD-800614,2025-05-04,High,2071.0,3.0,6213.0,0.24440314123064316,Payment Expired,1,1,1,1,1,6213.0,6213.0,0.0,1518.4767164659859,0.0,1518.4767164659859,25.0,1493.4767164659859,None,PA,Expired,#800614,Human,Partial,2025-05
ORD-800615,2025-04-26,Medium,1066.0,3.0,3198.0,0.5281974297503174,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,CA,Authorized,#800615,None,N/A,2025-04
ORD-800616,2025-02-14,High,3369.0,4.0,13476.0,0.4038295531363192,Stock Sync Delay,1,1,1,0,0,13476.0,0.0,13476.0,5442.007058065037,5442.007058065037,0.0,25.0,-25.0,Vendor SLA Delay,TX,Pending,#800616,Human,Partial,2025-02
ORD-800617,2025-02-17,Medium,684.0,1.0,684.0,0.31667682843498085,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,TN,Authorized,#800617,None,N/A,2025-02
ORD-800618,2025-01-12,High,3353.0,4.0,13412.0,0.33899880623985945,Payment Expired,1,1,1,1,1,13412.0,13412.0,0.0,4546.651989288995,0.0,4546.651989288995,25.0,4521.651989288995,None,TN,Expired,#800618,Human,Partial,2025-01
ORD-800619,2025-01-26,Medium,1022.0,1.0,1022.0,0.4538915786234164,Payment Expired,1,1,1,1,1,1022.0,1022.0,0.0,463.87719335313153,0.0,463.87719335313153,25.0,438.87719335313153,None,TX,Expired,#800619,Human,Partial,2025-01
ORD-800620,2025-03-20,High,1360.0,1.0,1360.0,0.3316954280901293,Vendor Split Possible,1,1,1,0,0,1360.0,0.0,1360.0,451.1057822025759,451.1057822025759,0.0,15.0,-15.0,Vendor SLA Delay,VA,Pending,#800620,Auto,Split Fulfillment,2025-03
ORD-800621,2025-03-28,Medium,1517.0,1.0,1517.0,0.40256067969151244,Vendor Split Possible,1,1,1,1,1,1517.0,1517.0,0.0,610.6845510920243,0.0,610.6845510920243,25.0,585.6845510920243,None,OH,Pending,#800621,Human,Split Fulfillment,2025-03
ORD-800622,2025-01-30,High,3482.0,1.0,3482.0,0.44867482382694174,AI Logic Gap - SKU Mapping,1,1,1,1,1,3482.0,3482.0,0.0,1562.285736565411,0.0,1562.285736565411,25.0,1537.285736565411,None,AZ,Pending,#800622,Human,Partial,2025-01
ORD-800623,2025-03-17,High,915.0,4.0,3660.0,0.2683812490570876,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,VA,Authorized,#800623,None,N/A,2025-03
ORD-800624,2025-04-19,Medium,3406.0,1.0,3406.0,0.5304845201848922,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,TN,Authorized,#800624,None,N/A,2025-04
ORD-800625,2025-02-11,Medium,1247.0,3.0,3741.0,0.32466047000239345,Stock Sync Delay,1,1,1,1,1,3741.0,3741.0,0.0,1214.554818278954,0.0,1214.554818278954,25.0,1189.554818278954,None,WA,Pending,#800625,Human,Partial,2025-02
ORD-800626,2025-03-02,Low,1033.0,2.0,2066.0,0.34678116497692,AI Logic Gap - SKU Mapping,1,1,1,1,1,2066.0,2066.0,0.0,716.4498868423168,0.0,716.4498868423168,15.0,701.4498868423168,None,FL,Pending,#800626,Auto,Partial,2025-03
ORD-800627,2025-03-08,High,2251.0,1.0,2251.0,0.44448002875373727,Stock Sync Delay,1,1,1,1,1,2251.0,2251.0,0.0,1000.5245447246626,0.0,1000.5245447246626,25.0,975.5245447246626,None,AZ,Pending,#800627,Human,Partial,2025-03
ORD-800628,2025-04-01,High,2443.0,2.0,4886.0,0.4130747812857175,Payment Expired,1,0,0,0,0,4886.0,0.0,0.0,2018.2833813620157,2018.2833813620157,0.0,0.0,0.0,Not Recoverable,IN,Expired,#800628,None,N/A,2025-04
ORD-800629,2025-03-07,Medium,1240.0,1.0,1240.0,0.3540419429287127,Payment Expired,1,1,1,1,1,1240.0,1240.0,0.0,439.01200923160377,0.0,439.01200923160377,15.0,424.01200923160377,None,WI,Expired,#800629,Auto,Partial,2025-03
ORD-800630,2025-05-13,High,512.0,2.0,1024.0,0.42740971410527706,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MA,Authorized,#800630,None,N/A,2025-05
ORD-800631,2025-02-28,Low,1416.0,3.0,4248.0,0.5159899076502157,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NC,Authorized,#800631,None,N/A,2025-02
ORD-800632,2025-03-20,High,1914.0,3.0,5742.0,0.4800992658258965,Payment Expired,1,1,1,1,1,5742.0,5742.0,0.0,2756.7299843722976,0.0,2756.7299843722976,25.0,2731.7299843722976,None,NJ,Expired,#800632,Human,Partial,2025-03
ORD-800633,2025-03-10,Low,188.0,2.0,376.0,0.4884906534841708,Payment Expired,1,1,1,1,1,376.0,376.0,0.0,183.67248571004822,0.0,183.67248571004822,25.0,158.67248571004822,None,NY,Expired,#800633,Human,Partial,2025-03
ORD-800634,2025-02-02,Medium,321.0,4.0,1284.0,0.29044294299855955,Payment Expired,1,0,0,0,0,1284.0,0.0,0.0,372.92873881015043,372.92873881015043,0.0,0.0,0.0,Not Recoverable,WA,Expired,#800634,None,N/A,2025-02
ORD-800635,2025-05-04,High,3216.0,3.0,9648.0,0.34679117225417316,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NY,Authorized,#800635,None,N/A,2025-05
ORD-800636,2025-02-12,Medium,173.0,2.0,346.0,0.39383669957892076,AI Logic Gap - SKU Mapping,1,1,1,1,1,346.0,346.0,0.0,136.26749805430657,0.0,136.26749805430657,15.0,121.26749805430657,None,PA,Pending,#800636,Auto,Partial,2025-02
ORD-800637,2025-02-23,Medium,1453.0,2.0,2906.0,0.21546678670651903,AI Logic Gap - SKU Mapping,1,0,0,0,0,2906.0,0.0,0.0,626.1464821691443,626.1464821691443,0.0,0.0,0.0,Not Recoverable,NJ,Pending,#800637,None,N/A,2025-02
ORD-800638,2025-05-23,Medium,2685.0,1.0,2685.0,0.4694272631320636,Vendor Split Possible,1,1,1,1,1,2685.0,2685.0,0.0,1260.412201509591,0.0,1260.412201509591,25.0,1235.412201509591,None,MI,Pending,#800638,Human,Split Fulfillment,2025-05
ORD-800639,2025-06-20,Medium,1182.0,4.0,4728.0,0.31321219854528115,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,GA,Authorized,#800639,None,N/A,2025-06
ORD-800640,2025-05-01,Medium,1756.0,4.0,7024.0,0.298908627314355,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WA,Authorized,#800640,None,N/A,2025-05
ORD-800641,2025-06-14,Medium,348.0,2.0,696.0,0.29075220327465123,Stock Sync Delay,1,1,1,1,1,696.0,696.0,0.0,202.36353347915727,0.0,202.36353347915727,15.0,187.36353347915727,None,MD,Pending,#800641,Auto,Partial,2025-06
